dsm5_chapt17diagnosis1,16.34435092999967
dsm5_chapt17diagnosis2,16.724640065676663
dsm5_chapt17diagnosis3,16.913148752090223
dsm5_chapt17diagnosis4,15.511883747337809
dsm5_chapt17diagnosis5,15.376548713915891
dsm5_chapt17diagnosis6,17.857408691872156
dsm5_chapt17diagnosis7,16.310526326464068
dsm5_chapt17diagnosis8,17.04442836969231
dsm5_chapt17diagnosis9,14.593330084422217
dsm5_chapt17diagnosis10,15.7477674903006
dsm5_chapt17diagnosis11,17.09334004376894
dsm5_chapt17diagnosis12,16.54550786499874
dsm5_chapt17diagnosis13,15.066436386313324
