dsm5_chapt12diagnosis1,15.948921609014555
dsm5_chapt12diagnosis2,14.544550056830875
dsm5_chapt12diagnosis3,14.126258723961385
dsm5_chapt12diagnosis4,13.646941983981314
dsm5_chapt12diagnosis5,16.167504810405298
dsm5_chapt12diagnosis6,13.497320676663861
dsm5_chapt12diagnosis7,15.823305652298892
dsm5_chapt12diagnosis8,14.777353868362336
dsm5_chapt12diagnosis9,15.288752250666665
dsm5_chapt12diagnosis10,15.376548713915891
dsm5_chapt12diagnosis11,15.090576626107794
dsm5_chapt12diagnosis12,16.70715716454443
